Contract_Title,Evaluation_Method,Architecture,Level,Clause_Type,TP,FP,FN,Precision,Recall,F1_Score
QuantumGroupIncFl_20090120_8-K_EX-99.2_3672910_EX-99.2_Hosting Agreement,Count,Cloud Only,Document-Level,ALL CLAUSES AGGREGATED,8,0,2,1.0,0.8,0.8889
QuantumGroupIncFl_20090120_8-K_EX-99.2_3672910_EX-99.2_Hosting Agreement,Count,Hybrid,Document-Level,ALL CLAUSES AGGREGATED,5,1,5,0.8333,0.5,0.625
BLUEFLYINC_03_27_2002-EX-10.27-e-business Hosting Agreement,Binary,Edge Only,Clause-Level,Non Compete,0,1,0,0.0,0.0,0.0
BLUEFLYINC_03_27_2002-EX-10.27-e-business Hosting Agreement,Binary,Cloud Only,Clause-Level,Non Compete,0,1,0,0.0,0.0,0.0
BLUEFLYINC_03_27_2002-EX-10.27-e-business Hosting Agreement,Binary,Hybrid,Clause-Level,Non Compete,0,0,0,0.0,0.0,0.0
BLUEFLYINC_03_27_2002-EX-10.27-e-business Hosting Agreement,Binary,Edge Only,Clause-Level,Termination For Convenience,1,0,0,1.0,1.0,1.0
BLUEFLYINC_03_27_2002-EX-10.27-e-business Hosting Agreement,Binary,Cloud Only,Clause-Level,Termination For Convenience,1,0,0,1.0,1.0,1.0
BLUEFLYINC_03_27_2002-EX-10.27-e-business Hosting Agreement,Binary,Hybrid,Clause-Level,Termination For Convenience,1,0,0,1.0,1.0,1.0
BLUEFLYINC_03_27_2002-EX-10.27-e-business Hosting Agreement,Binary,Edge Only,Clause-Level,Uncapped Liability,1,0,0,1.0,1.0,1.0
BLUEFLYINC_03_27_2002-EX-10.27-e-business Hosting Agreement,Binary,Cloud Only,Clause-Level,Uncapped Liability,1,0,0,1.0,1.0,1.0
BLUEFLYINC_03_27_2002-EX-10.27-e-business Hosting Agreement,Binary,Hybrid,Clause-Level,Uncapped Liability,1,0,0,1.0,1.0,1.0
BLUEFLYINC_03_27_2002-EX-10.27-e-business Hosting Agreement,Binary,Edge Only,Clause-Level,Cap On Liability,1,0,0,1.0,1.0,1.0
BLUEFLYINC_03_27_2002-EX-10.27-e-business Hosting Agreement,Binary,Cloud Only,Clause-Level,Cap On Liability,1,0,0,1.0,1.0,1.0
BLUEFLYINC_03_27_2002-EX-10.27-e-business Hosting Agreement,Binary,Hybrid,Clause-Level,Cap On Liability,1,0,0,1.0,1.0,1.0
BLUEFLYINC_03_27_2002-EX-10.27-e-business Hosting Agreement,Binary,Edge Only,Document-Level,ALL CLAUSES AGGREGATED,3,1,0,0.75,1.0,0.8571
BLUEFLYINC_03_27_2002-EX-10.27-e-business Hosting Agreement,Binary,Cloud Only,Document-Level,ALL CLAUSES AGGREGATED,3,1,0,0.75,1.0,0.8571
BLUEFLYINC_03_27_2002-EX-10.27-e-business Hosting Agreement,Binary,Hybrid,Document-Level,ALL CLAUSES AGGREGATED,3,0,0,1.0,1.0,1.0
BLUEFLYINC_03_27_2002-EX-10.27-e-business Hosting Agreement,Count,Edge Only,Clause-Level,Non Compete,0,1,0,0.0,0.0,0.0
BLUEFLYINC_03_27_2002-EX-10.27-e-business Hosting Agreement,Count,Cloud Only,Clause-Level,Non Compete,0,1,0,0.0,0.0,0.0
BLUEFLYINC_03_27_2002-EX-10.27-e-business Hosting Agreement,Count,Hybrid,Clause-Level,Non Compete,0,0,0,0.0,0.0,0.0
BLUEFLYINC_03_27_2002-EX-10.27-e-business Hosting Agreement,Count,Edge Only,Clause-Level,Termination For Convenience,2,4,0,0.3333,1.0,0.5
BLUEFLYINC_03_27_2002-EX-10.27-e-business Hosting Agreement,Count,Cloud Only,Clause-Level,Termination For Convenience,2,0,0,1.0,1.0,1.0
BLUEFLYINC_03_27_2002-EX-10.27-e-business Hosting Agreement,Count,Hybrid,Clause-Level,Termination For Convenience,2,0,0,1.0,1.0,1.0
BLUEFLYINC_03_27_2002-EX-10.27-e-business Hosting Agreement,Count,Edge Only,Clause-Level,Uncapped Liability,1,5,0,0.1667,1.0,0.2857
BLUEFLYINC_03_27_2002-EX-10.27-e-business Hosting Agreement,Count,Cloud Only,Clause-Level,Uncapped Liability,1,0,0,1.0,1.0,1.0
BLUEFLYINC_03_27_2002-EX-10.27-e-business Hosting Agreement,Count,Hybrid,Clause-Level,Uncapped Liability,1,0,0,1.0,1.0,1.0
BLUEFLYINC_03_27_2002-EX-10.27-e-business Hosting Agreement,Count,Edge Only,Clause-Level,Cap On Liability,2,0,5,1.0,0.2857,0.4444
BLUEFLYINC_03_27_2002-EX-10.27-e-business Hosting Agreement,Count,Cloud Only,Clause-Level,Cap On Liability,5,0,2,1.0,0.7143,0.8333
BLUEFLYINC_03_27_2002-EX-10.27-e-business Hosting Agreement,Count,Hybrid,Clause-Level,Cap On Liability,5,0,2,1.0,0.7143,0.8333
BLUEFLYINC_03_27_2002-EX-10.27-e-business Hosting Agreement,Count,Edge Only,Document-Level,ALL CLAUSES AGGREGATED,5,10,5,0.3333,0.5,0.4
BLUEFLYINC_03_27_2002-EX-10.27-e-business Hosting Agreement,Count,Cloud Only,Document-Level,ALL CLAUSES AGGREGATED,8,1,2,0.8889,0.8,0.8421
BLUEFLYINC_03_27_2002-EX-10.27-e-business Hosting Agreement,Count,Hybrid,Document-Level,ALL CLAUSES AGGREGATED,8,0,2,1.0,0.8,0.8889
ParatekPharmaceuticalsInc_20170505_10-KA_EX-10.29_10323872_EX-10.29_Outsourcing Agreement,Binary,Edge Only,Clause-Level,Non Compete,0,1,0,0.0,0.0,0.0
ParatekPharmaceuticalsInc_20170505_10-KA_EX-10.29_10323872_EX-10.29_Outsourcing Agreement,Binary,Cloud Only,Clause-Level,Non Compete,0,0,0,0.0,0.0,0.0
ParatekPharmaceuticalsInc_20170505_10-KA_EX-10.29_10323872_EX-10.29_Outsourcing Agreement,Binary,Hybrid,Clause-Level,Non Compete,0,0,0,0.0,0.0,0.0
ParatekPharmaceuticalsInc_20170505_10-KA_EX-10.29_10323872_EX-10.29_Outsourcing Agreement,Binary,Edge Only,Clause-Level,Termination For Convenience,1,0,0,1.0,1.0,1.0
ParatekPharmaceuticalsInc_20170505_10-KA_EX-10.29_10323872_EX-10.29_Outsourcing Agreement,Binary,Cloud Only,Clause-Level,Termination For Convenience,1,0,0,1.0,1.0,1.0
ParatekPharmaceuticalsInc_20170505_10-KA_EX-10.29_10323872_EX-10.29_Outsourcing Agreement,Binary,Hybrid,Clause-Level,Termination For Convenience,1,0,0,1.0,1.0,1.0
ParatekPharmaceuticalsInc_20170505_10-KA_EX-10.29_10323872_EX-10.29_Outsourcing Agreement,Binary,Edge Only,Clause-Level,Uncapped Liability,1,0,0,1.0,1.0,1.0
ParatekPharmaceuticalsInc_20170505_10-KA_EX-10.29_10323872_EX-10.29_Outsourcing Agreement,Binary,Cloud Only,Clause-Level,Uncapped Liability,1,0,0,1.0,1.0,1.0
ParatekPharmaceuticalsInc_20170505_10-KA_EX-10.29_10323872_EX-10.29_Outsourcing Agreement,Binary,Hybrid,Clause-Level,Uncapped Liability,1,0,0,1.0,1.0,1.0
ParatekPharmaceuticalsInc_20170505_10-KA_EX-10.29_10323872_EX-10.29_Outsourcing Agreement,Binary,Edge Only,Clause-Level,Cap On Liability,1,0,0,1.0,1.0,1.0
ParatekPharmaceuticalsInc_20170505_10-KA_EX-10.29_10323872_EX-10.29_Outsourcing Agreement,Binary,Cloud Only,Clause-Level,Cap On Liability,1,0,0,1.0,1.0,1.0
ParatekPharmaceuticalsInc_20170505_10-KA_EX-10.29_10323872_EX-10.29_Outsourcing Agreement,Binary,Hybrid,Clause-Level,Cap On Liability,1,0,0,1.0,1.0,1.0
ParatekPharmaceuticalsInc_20170505_10-KA_EX-10.29_10323872_EX-10.29_Outsourcing Agreement,Binary,Edge Only,Document-Level,ALL CLAUSES AGGREGATED,3,1,0,0.75,1.0,0.8571
ParatekPharmaceuticalsInc_20170505_10-KA_EX-10.29_10323872_EX-10.29_Outsourcing Agreement,Binary,Cloud Only,Document-Level,ALL CLAUSES AGGREGATED,3,0,0,1.0,1.0,1.0
ParatekPharmaceuticalsInc_20170505_10-KA_EX-10.29_10323872_EX-10.29_Outsourcing Agreement,Binary,Hybrid,Document-Level,ALL CLAUSES AGGREGATED,3,0,0,1.0,1.0,1.0
ParatekPharmaceuticalsInc_20170505_10-KA_EX-10.29_10323872_EX-10.29_Outsourcing Agreement,Count,Edge Only,Clause-Level,Non Compete,0,3,0,0.0,0.0,0.0
ParatekPharmaceuticalsInc_20170505_10-KA_EX-10.29_10323872_EX-10.29_Outsourcing Agreement,Count,Cloud Only,Clause-Level,Non Compete,0,0,0,0.0,0.0,0.0
ParatekPharmaceuticalsInc_20170505_10-KA_EX-10.29_10323872_EX-10.29_Outsourcing Agreement,Count,Hybrid,Clause-Level,Non Compete,0,0,0,0.0,0.0,0.0
ParatekPharmaceuticalsInc_20170505_10-KA_EX-10.29_10323872_EX-10.29_Outsourcing Agreement,Count,Edge Only,Clause-Level,Termination For Convenience,1,19,0,0.05,1.0,0.0952
ParatekPharmaceuticalsInc_20170505_10-KA_EX-10.29_10323872_EX-10.29_Outsourcing Agreement,Count,Cloud Only,Clause-Level,Termination For Convenience,1,1,0,0.5,1.0,0.6667
ParatekPharmaceuticalsInc_20170505_10-KA_EX-10.29_10323872_EX-10.29_Outsourcing Agreement,Count,Hybrid,Clause-Level,Termination For Convenience,1,1,0,0.5,1.0,0.6667
ParatekPharmaceuticalsInc_20170505_10-KA_EX-10.29_10323872_EX-10.29_Outsourcing Agreement,Count,Edge Only,Clause-Level,Uncapped Liability,4,6,0,0.4,1.0,0.5714
ParatekPharmaceuticalsInc_20170505_10-KA_EX-10.29_10323872_EX-10.29_Outsourcing Agreement,Count,Cloud Only,Clause-Level,Uncapped Liability,1,0,3,1.0,0.25,0.4
ParatekPharmaceuticalsInc_20170505_10-KA_EX-10.29_10323872_EX-10.29_Outsourcing Agreement,Count,Hybrid,Clause-Level,Uncapped Liability,4,0,0,1.0,1.0,1.0
ParatekPharmaceuticalsInc_20170505_10-KA_EX-10.29_10323872_EX-10.29_Outsourcing Agreement,Count,Edge Only,Clause-Level,Cap On Liability,4,0,1,1.0,0.8,0.8889
ParatekPharmaceuticalsInc_20170505_10-KA_EX-10.29_10323872_EX-10.29_Outsourcing Agreement,Count,Cloud Only,Clause-Level,Cap On Liability,5,0,0,1.0,1.0,1.0
ParatekPharmaceuticalsInc_20170505_10-KA_EX-10.29_10323872_EX-10.29_Outsourcing Agreement,Count,Hybrid,Clause-Level,Cap On Liability,2,0,3,1.0,0.4,0.5714
ParatekPharmaceuticalsInc_20170505_10-KA_EX-10.29_10323872_EX-10.29_Outsourcing Agreement,Count,Edge Only,Document-Level,ALL CLAUSES AGGREGATED,9,28,1,0.2432,0.9,0.383
ParatekPharmaceuticalsInc_20170505_10-KA_EX-10.29_10323872_EX-10.29_Outsourcing Agreement,Count,Cloud Only,Document-Level,ALL CLAUSES AGGREGATED,7,1,3,0.875,0.7,0.7778
ParatekPharmaceuticalsInc_20170505_10-KA_EX-10.29_10323872_EX-10.29_Outsourcing Agreement,Count,Hybrid,Document-Level,ALL CLAUSES AGGREGATED,7,1,3,0.875,0.7,0.7778
WORLDWIDESTRATEGIESINC_11_02_2005-EX-10-RESELLER AGREEMENT,Binary,Edge Only,Clause-Level,Non Compete,1,0,0,1.0,1.0,1.0
WORLDWIDESTRATEGIESINC_11_02_2005-EX-10-RESELLER AGREEMENT,Binary,Cloud Only,Clause-Level,Non Compete,1,0,0,1.0,1.0,1.0
WORLDWIDESTRATEGIESINC_11_02_2005-EX-10-RESELLER AGREEMENT,Binary,Hybrid,Clause-Level,Non Compete,1,0,0,1.0,1.0,1.0
WORLDWIDESTRATEGIESINC_11_02_2005-EX-10-RESELLER AGREEMENT,Binary,Edge Only,Clause-Level,Termination For Convenience,1,0,0,1.0,1.0,1.0
WORLDWIDESTRATEGIESINC_11_02_2005-EX-10-RESELLER AGREEMENT,Binary,Cloud Only,Clause-Level,Termination For Convenience,1,0,0,1.0,1.0,1.0
WORLDWIDESTRATEGIESINC_11_02_2005-EX-10-RESELLER AGREEMENT,Binary,Hybrid,Clause-Level,Termination For Convenience,1,0,0,1.0,1.0,1.0
WORLDWIDESTRATEGIESINC_11_02_2005-EX-10-RESELLER AGREEMENT,Binary,Edge Only,Clause-Level,Uncapped Liability,0,1,0,0.0,0.0,0.0
WORLDWIDESTRATEGIESINC_11_02_2005-EX-10-RESELLER AGREEMENT,Binary,Cloud Only,Clause-Level,Uncapped Liability,0,1,0,0.0,0.0,0.0
WORLDWIDESTRATEGIESINC_11_02_2005-EX-10-RESELLER AGREEMENT,Binary,Hybrid,Clause-Level,Uncapped Liability,0,1,0,0.0,0.0,0.0
WORLDWIDESTRATEGIESINC_11_02_2005-EX-10-RESELLER AGREEMENT,Binary,Edge Only,Clause-Level,Cap On Liability,1,0,0,1.0,1.0,1.0
WORLDWIDESTRATEGIESINC_11_02_2005-EX-10-RESELLER AGREEMENT,Binary,Cloud Only,Clause-Level,Cap On Liability,1,0,0,1.0,1.0,1.0
WORLDWIDESTRATEGIESINC_11_02_2005-EX-10-RESELLER AGREEMENT,Binary,Hybrid,Clause-Level,Cap On Liability,1,0,0,1.0,1.0,1.0
WORLDWIDESTRATEGIESINC_11_02_2005-EX-10-RESELLER AGREEMENT,Binary,Edge Only,Document-Level,ALL CLAUSES AGGREGATED,3,1,0,0.75,1.0,0.8571
WORLDWIDESTRATEGIESINC_11_02_2005-EX-10-RESELLER AGREEMENT,Binary,Cloud Only,Document-Level,ALL CLAUSES AGGREGATED,3,1,0,0.75,1.0,0.8571
WORLDWIDESTRATEGIESINC_11_02_2005-EX-10-RESELLER AGREEMENT,Binary,Hybrid,Document-Level,ALL CLAUSES AGGREGATED,3,1,0,0.75,1.0,0.8571
WORLDWIDESTRATEGIESINC_11_02_2005-EX-10-RESELLER AGREEMENT,Count,Edge Only,Clause-Level,Non Compete,2,1,0,0.6667,1.0,0.8
WORLDWIDESTRATEGIESINC_11_02_2005-EX-10-RESELLER AGREEMENT,Count,Cloud Only,Clause-Level,Non Compete,2,1,0,0.6667,1.0,0.8
WORLDWIDESTRATEGIESINC_11_02_2005-EX-10-RESELLER AGREEMENT,Count,Hybrid,Clause-Level,Non Compete,2,0,0,1.0,1.0,1.0
WORLDWIDESTRATEGIESINC_11_02_2005-EX-10-RESELLER AGREEMENT,Count,Edge Only,Clause-Level,Termination For Convenience,1,8,0,0.1111,1.0,0.2
WORLDWIDESTRATEGIESINC_11_02_2005-EX-10-RESELLER AGREEMENT,Count,Cloud Only,Clause-Level,Termination For Convenience,1,2,0,0.3333,1.0,0.5
WORLDWIDESTRATEGIESINC_11_02_2005-EX-10-RESELLER AGREEMENT,Count,Hybrid,Clause-Level,Termination For Convenience,1,0,0,1.0,1.0,1.0
WORLDWIDESTRATEGIESINC_11_02_2005-EX-10-RESELLER AGREEMENT,Count,Edge Only,Clause-Level,Uncapped Liability,0,6,0,0.0,0.0,0.0
WORLDWIDESTRATEGIESINC_11_02_2005-EX-10-RESELLER AGREEMENT,Count,Cloud Only,Clause-Level,Uncapped Liability,0,1,0,0.0,0.0,0.0
WORLDWIDESTRATEGIESINC_11_02_2005-EX-10-RESELLER AGREEMENT,Count,Hybrid,Clause-Level,Uncapped Liability,0,1,0,0.0,0.0,0.0
WORLDWIDESTRATEGIESINC_11_02_2005-EX-10-RESELLER AGREEMENT,Count,Edge Only,Clause-Level,Cap On Liability,6,0,0,1.0,1.0,1.0
WORLDWIDESTRATEGIESINC_11_02_2005-EX-10-RESELLER AGREEMENT,Count,Cloud Only,Clause-Level,Cap On Liability,6,0,0,1.0,1.0,1.0
WORLDWIDESTRATEGIESINC_11_02_2005-EX-10-RESELLER AGREEMENT,Count,Hybrid,Clause-Level,Cap On Liability,1,0,5,1.0,0.1667,0.2857
WORLDWIDESTRATEGIESINC_11_02_2005-EX-10-RESELLER AGREEMENT,Count,Edge Only,Document-Level,ALL CLAUSES AGGREGATED,9,15,0,0.375,1.0,0.5455
WORLDWIDESTRATEGIESINC_11_02_2005-EX-10-RESELLER AGREEMENT,Count,Cloud Only,Document-Level,ALL CLAUSES AGGREGATED,9,4,0,0.6923,1.0,0.8182
WORLDWIDESTRATEGIESINC_11_02_2005-EX-10-RESELLER AGREEMENT,Count,Hybrid,Document-Level,ALL CLAUSES AGGREGATED,4,1,5,0.8,0.4444,0.5714
NeoformaInc_19991202_S-1A_EX-10.26_5224521_EX-10.26_Co-Branding Agreement,Binary,Edge Only,Clause-Level,Non Compete,1,0,0,1.0,1.0,1.0
NeoformaInc_19991202_S-1A_EX-10.26_5224521_EX-10.26_Co-Branding Agreement,Binary,Cloud Only,Clause-Level,Non Compete,1,0,0,1.0,1.0,1.0
NeoformaInc_19991202_S-1A_EX-10.26_5224521_EX-10.26_Co-Branding Agreement,Binary,Hybrid,Clause-Level,Non Compete,1,0,0,1.0,1.0,1.0
NeoformaInc_19991202_S-1A_EX-10.26_5224521_EX-10.26_Co-Branding Agreement,Binary,Edge Only,Clause-Level,Termination For Convenience,0,1,0,0.0,0.0,0.0
NeoformaInc_19991202_S-1A_EX-10.26_5224521_EX-10.26_Co-Branding Agreement,Binary,Cloud Only,Clause-Level,Termination For Convenience,0,0,0,0.0,0.0,0.0
NeoformaInc_19991202_S-1A_EX-10.26_5224521_EX-10.26_Co-Branding Agreement,Binary,Hybrid,Clause-Level,Termination For Convenience,0,1,0,0.0,0.0,0.0
NeoformaInc_19991202_S-1A_EX-10.26_5224521_EX-10.26_Co-Branding Agreement,Binary,Edge Only,Clause-Level,Uncapped Liability,1,0,0,1.0,1.0,1.0
NeoformaInc_19991202_S-1A_EX-10.26_5224521_EX-10.26_Co-Branding Agreement,Binary,Cloud Only,Clause-Level,Uncapped Liability,1,0,0,1.0,1.0,1.0
NeoformaInc_19991202_S-1A_EX-10.26_5224521_EX-10.26_Co-Branding Agreement,Binary,Hybrid,Clause-Level,Uncapped Liability,1,0,0,1.0,1.0,1.0
NeoformaInc_19991202_S-1A_EX-10.26_5224521_EX-10.26_Co-Branding Agreement,Binary,Edge Only,Clause-Level,Cap On Liability,1,0,0,1.0,1.0,1.0
NeoformaInc_19991202_S-1A_EX-10.26_5224521_EX-10.26_Co-Branding Agreement,Binary,Cloud Only,Clause-Level,Cap On Liability,1,0,0,1.0,1.0,1.0
NeoformaInc_19991202_S-1A_EX-10.26_5224521_EX-10.26_Co-Branding Agreement,Binary,Hybrid,Clause-Level,Cap On Liability,1,0,0,1.0,1.0,1.0
NeoformaInc_19991202_S-1A_EX-10.26_5224521_EX-10.26_Co-Branding Agreement,Binary,Edge Only,Document-Level,ALL CLAUSES AGGREGATED,3,1,0,0.75,1.0,0.8571
NeoformaInc_19991202_S-1A_EX-10.26_5224521_EX-10.26_Co-Branding Agreement,Binary,Cloud Only,Document-Level,ALL CLAUSES AGGREGATED,3,0,0,1.0,1.0,1.0
NeoformaInc_19991202_S-1A_EX-10.26_5224521_EX-10.26_Co-Branding Agreement,Binary,Hybrid,Document-Level,ALL CLAUSES AGGREGATED,3,1,0,0.75,1.0,0.8571
NeoformaInc_19991202_S-1A_EX-10.26_5224521_EX-10.26_Co-Branding Agreement,Count,Edge Only,Clause-Level,Non Compete,3,5,0,0.375,1.0,0.5455
NeoformaInc_19991202_S-1A_EX-10.26_5224521_EX-10.26_Co-Branding Agreement,Count,Cloud Only,Clause-Level,Non Compete,3,7,0,0.3,1.0,0.4615
NeoformaInc_19991202_S-1A_EX-10.26_5224521_EX-10.26_Co-Branding Agreement,Count,Hybrid,Clause-Level,Non Compete,3,6,0,0.3333,1.0,0.5
NeoformaInc_19991202_S-1A_EX-10.26_5224521_EX-10.26_Co-Branding Agreement,Count,Edge Only,Clause-Level,Termination For Convenience,0,16,0,0.0,0.0,0.0
NeoformaInc_19991202_S-1A_EX-10.26_5224521_EX-10.26_Co-Branding Agreement,Count,Cloud Only,Clause-Level,Termination For Convenience,0,0,0,0.0,0.0,0.0
NeoformaInc_19991202_S-1A_EX-10.26_5224521_EX-10.26_Co-Branding Agreement,Count,Hybrid,Clause-Level,Termination For Convenience,0,1,0,0.0,0.0,0.0
NeoformaInc_19991202_S-1A_EX-10.26_5224521_EX-10.26_Co-Branding Agreement,Count,Edge Only,Clause-Level,Uncapped Liability,3,6,0,0.3333,1.0,0.5
NeoformaInc_19991202_S-1A_EX-10.26_5224521_EX-10.26_Co-Branding Agreement,Count,Cloud Only,Clause-Level,Uncapped Liability,1,0,2,1.0,0.3333,0.5
NeoformaInc_19991202_S-1A_EX-10.26_5224521_EX-10.26_Co-Branding Agreement,Count,Hybrid,Clause-Level,Uncapped Liability,2,0,1,1.0,0.6667,0.8
NeoformaInc_19991202_S-1A_EX-10.26_5224521_EX-10.26_Co-Branding Agreement,Count,Edge Only,Clause-Level,Cap On Liability,3,1,0,0.75,1.0,0.8571
NeoformaInc_19991202_S-1A_EX-10.26_5224521_EX-10.26_Co-Branding Agreement,Count,Cloud Only,Clause-Level,Cap On Liability,3,0,0,1.0,1.0,1.0
NeoformaInc_19991202_S-1A_EX-10.26_5224521_EX-10.26_Co-Branding Agreement,Count,Hybrid,Clause-Level,Cap On Liability,3,0,0,1.0,1.0,1.0
NeoformaInc_19991202_S-1A_EX-10.26_5224521_EX-10.26_Co-Branding Agreement,Count,Edge Only,Document-Level,ALL CLAUSES AGGREGATED,9,28,0,0.2432,1.0,0.3913
NeoformaInc_19991202_S-1A_EX-10.26_5224521_EX-10.26_Co-Branding Agreement,Count,Cloud Only,Document-Level,ALL CLAUSES AGGREGATED,7,7,2,0.5,0.7778,0.6087
NeoformaInc_19991202_S-1A_EX-10.26_5224521_EX-10.26_Co-Branding Agreement,Count,Hybrid,Document-Level,ALL CLAUSES AGGREGATED,8,7,1,0.5333,0.8889,0.6667
LeadersonlineInc_20000427_S-1A_EX-10.8_4991089_EX-10.8_Co-Branding Agreement,Binary,Edge Only,Clause-Level,Non Compete,1,0,0,1.0,1.0,1.0
LeadersonlineInc_20000427_S-1A_EX-10.8_4991089_EX-10.8_Co-Branding Agreement,Binary,Cloud Only,Clause-Level,Non Compete,1,0,0,1.0,1.0,1.0
LeadersonlineInc_20000427_S-1A_EX-10.8_4991089_EX-10.8_Co-Branding Agreement,Binary,Hybrid,Clause-Level,Non Compete,1,0,0,1.0,1.0,1.0
LeadersonlineInc_20000427_S-1A_EX-10.8_4991089_EX-10.8_Co-Branding Agreement,Binary,Edge Only,Clause-Level,Termination For Convenience,0,1,0,0.0,0.0,0.0
LeadersonlineInc_20000427_S-1A_EX-10.8_4991089_EX-10.8_Co-Branding Agreement,Binary,Cloud Only,Clause-Level,Termination For Convenience,0,1,0,0.0,0.0,0.0
LeadersonlineInc_20000427_S-1A_EX-10.8_4991089_EX-10.8_Co-Branding Agreement,Binary,Hybrid,Clause-Level,Termination For Convenience,0,0,0,0.0,0.0,0.0
LeadersonlineInc_20000427_S-1A_EX-10.8_4991089_EX-10.8_Co-Branding Agreement,Binary,Edge Only,Clause-Level,Uncapped Liability,1,0,0,1.0,1.0,1.0
LeadersonlineInc_20000427_S-1A_EX-10.8_4991089_EX-10.8_Co-Branding Agreement,Binary,Cloud Only,Clause-Level,Uncapped Liability,0,0,1,0.0,0.0,0.0
LeadersonlineInc_20000427_S-1A_EX-10.8_4991089_EX-10.8_Co-Branding Agreement,Binary,Hybrid,Clause-Level,Uncapped Liability,0,0,1,0.0,0.0,0.0
LeadersonlineInc_20000427_S-1A_EX-10.8_4991089_EX-10.8_Co-Branding Agreement,Binary,Edge Only,Clause-Level,Cap On Liability,1,0,0,1.0,1.0,1.0
LeadersonlineInc_20000427_S-1A_EX-10.8_4991089_EX-10.8_Co-Branding Agreement,Binary,Cloud Only,Clause-Level,Cap On Liability,1,0,0,1.0,1.0,1.0
LeadersonlineInc_20000427_S-1A_EX-10.8_4991089_EX-10.8_Co-Branding Agreement,Binary,Hybrid,Clause-Level,Cap On Liability,1,0,0,1.0,1.0,1.0
LeadersonlineInc_20000427_S-1A_EX-10.8_4991089_EX-10.8_Co-Branding Agreement,Binary,Edge Only,Document-Level,ALL CLAUSES AGGREGATED,3,1,0,0.75,1.0,0.8571
LeadersonlineInc_20000427_S-1A_EX-10.8_4991089_EX-10.8_Co-Branding Agreement,Binary,Cloud Only,Document-Level,ALL CLAUSES AGGREGATED,2,1,1,0.6667,0.6667,0.6667
LeadersonlineInc_20000427_S-1A_EX-10.8_4991089_EX-10.8_Co-Branding Agreement,Binary,Hybrid,Document-Level,ALL CLAUSES AGGREGATED,2,0,1,1.0,0.6667,0.8
LeadersonlineInc_20000427_S-1A_EX-10.8_4991089_EX-10.8_Co-Branding Agreement,Count,Edge Only,Clause-Level,Non Compete,1,4,0,0.2,1.0,0.3333
LeadersonlineInc_20000427_S-1A_EX-10.8_4991089_EX-10.8_Co-Branding Agreement,Count,Cloud Only,Clause-Level,Non Compete,1,0,0,1.0,1.0,1.0
LeadersonlineInc_20000427_S-1A_EX-10.8_4991089_EX-10.8_Co-Branding Agreement,Count,Hybrid,Clause-Level,Non Compete,1,0,0,1.0,1.0,1.0
LeadersonlineInc_20000427_S-1A_EX-10.8_4991089_EX-10.8_Co-Branding Agreement,Count,Edge Only,Clause-Level,Termination For Convenience,0,10,0,0.0,0.0,0.0
LeadersonlineInc_20000427_S-1A_EX-10.8_4991089_EX-10.8_Co-Branding Agreement,Count,Cloud Only,Clause-Level,Termination For Convenience,0,1,0,0.0,0.0,0.0
LeadersonlineInc_20000427_S-1A_EX-10.8_4991089_EX-10.8_Co-Branding Agreement,Count,Hybrid,Clause-Level,Termination For Convenience,0,0,0,0.0,0.0,0.0
LeadersonlineInc_20000427_S-1A_EX-10.8_4991089_EX-10.8_Co-Branding Agreement,Count,Edge Only,Clause-Level,Uncapped Liability,4,0,0,1.0,1.0,1.0
LeadersonlineInc_20000427_S-1A_EX-10.8_4991089_EX-10.8_Co-Branding Agreement,Count,Cloud Only,Clause-Level,Uncapped Liability,0,0,4,0.0,0.0,0.0
LeadersonlineInc_20000427_S-1A_EX-10.8_4991089_EX-10.8_Co-Branding Agreement,Count,Hybrid,Clause-Level,Uncapped Liability,0,0,4,0.0,0.0,0.0
LeadersonlineInc_20000427_S-1A_EX-10.8_4991089_EX-10.8_Co-Branding Agreement,Count,Edge Only,Clause-Level,Cap On Liability,3,0,1,1.0,0.75,0.8571
LeadersonlineInc_20000427_S-1A_EX-10.8_4991089_EX-10.8_Co-Branding Agreement,Count,Cloud Only,Clause-Level,Cap On Liability,4,2,0,0.6667,1.0,0.8
LeadersonlineInc_20000427_S-1A_EX-10.8_4991089_EX-10.8_Co-Branding Agreement,Count,Hybrid,Clause-Level,Cap On Liability,4,0,0,1.0,1.0,1.0
LeadersonlineInc_20000427_S-1A_EX-10.8_4991089_EX-10.8_Co-Branding Agreement,Count,Edge Only,Document-Level,ALL CLAUSES AGGREGATED,8,14,1,0.3636,0.8889,0.5161
LeadersonlineInc_20000427_S-1A_EX-10.8_4991089_EX-10.8_Co-Branding Agreement,Count,Cloud Only,Document-Level,ALL CLAUSES AGGREGATED,5,3,4,0.625,0.5556,0.5882
LeadersonlineInc_20000427_S-1A_EX-10.8_4991089_EX-10.8_Co-Branding Agreement,Count,Hybrid,Document-Level,ALL CLAUSES AGGREGATED,5,0,4,1.0,0.5556,0.7143
"PHREESIA,INC_05_28_2019-EX-10.18-STRATEGIC ALLIANCE AGREEMENT",Binary,Edge Only,Clause-Level,Non Compete,0,1,0,0.0,0.0,0.0
"PHREESIA,INC_05_28_2019-EX-10.18-STRATEGIC ALLIANCE AGREEMENT",Binary,Cloud Only,Clause-Level,Non Compete,0,1,0,0.0,0.0,0.0
